#Time,Steps,143,179,198,82,106,106,72,48,172,140,47,47,49,199,205,205,122,125,127,0,0,0
#T,N,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,X,Y,Z
200,5,143,179,198,82,106,106,72,48,172,140,47,47,49,199,205,205,125,127,127,0,0,0
25,1,143,179,198,82,106,106,72,48,172,140,47,47,49,199,205,205,125,127,127,0,0,0
25,1,148,165,200,75,113,114,81,30,156,148,68,44,40,145,209,201,125,127,127,0,0,0
25,1,150,171,196,77,115,117,86,27,157,151,74,43,41,154,209,206,125,127,127,0,0,0
25,1,150,175,194,81,115,119,91,26,161,153,83,43,43,164,209,211,125,127,127,0,0,0
25,1,150,178,196,85,115,117,95,27,166,151,93,43,48,172,209,213,125,127,127,0,0,0
25,1,148,179,200,89,113,114,96,30,170,148,101,43,53,179,210,214,125,127,127,0,0,0
25,1,145,178,205,92,110,110,95,34,175,144,107,42,57,182,210,214,125,127,127,0,0,0
25,1,142,175,211,94,107,107,92,39,179,141,109,42,59,183,210,214,125,127,127,0,0,0
25,1,142,175,211,94,107,107,92,39,179,141,109,42,59,183,210,214,125,127,127,0,0,0
25,1,138,172,216,96,103,103,88,45,179,137,107,42,57,182,210,214,125,127,127,0,0,0
25,1,134,167,220,97,99,100,83,50,178,134,102,43,53,179,210,214,125,127,127,0,0,0
25,1,131,162,223,96,96,98,77,54,176,132,93,43,48,173,209,213,125,127,127,0,0,0
25,1,129,157,224,92,94,98,73,56,172,132,83,43,43,164,209,211,125,127,127,0,0,0
25,1,131,153,223,87,96,98,70,54,168,132,75,43,41,154,209,206,125,127,127,0,0,0
25,1,134,152,220,83,99,100,69,50,164,134,68,44,40,146,209,201,125,127,127,0,0,0
25,1,138,153,216,78,103,103,70,45,161,137,65,44,40,140,208,197,125,127,127,0,0,0
25,1,141,156,211,74,106,106,73,39,159,140,64,44,40,138,208,195,125,127,127,0,0,0
25,1,141,156,211,74,106,106,73,39,159,140,64,44,40,138,208,195,125,127,127,0,0,0
25,1,148,165,200,75,113,114,81,30,156,148,68,44,40,145,209,201,125,127,127,0,0,0
25,1,150,171,196,77,115,117,86,27,157,151,74,43,41,154,209,206,125,127,127,0,0,0
25,1,150,175,194,81,115,119,91,26,161,153,83,43,43,164,209,211,125,127,127,0,0,0
25,1,150,178,196,85,115,117,95,27,166,151,93,43,48,172,209,213,125,127,127,0,0,0
25,1,148,179,200,89,113,114,96,30,170,148,101,43,53,179,210,214,125,127,127,0,0,0
25,1,145,178,205,92,110,110,95,34,175,144,107,42,57,182,210,214,125,127,127,0,0,0
25,1,142,175,211,94,107,107,92,39,179,141,109,42,59,183,210,214,125,127,127,0,0,0
25,1,142,175,211,94,107,107,92,39,179,141,109,42,59,183,210,214,125,127,127,0,0,0
25,1,138,172,216,96,103,103,88,45,179,137,107,42,57,182,210,214,125,127,127,0,0,0
25,1,134,167,220,97,99,100,83,50,178,134,102,43,53,179,210,214,125,127,127,0,0,0
25,1,131,162,223,96,96,98,77,54,176,132,93,43,48,173,209,213,125,127,127,0,0,0
25,1,129,157,224,92,94,98,73,56,172,132,83,43,43,164,209,211,125,127,127,0,0,0
25,1,131,153,223,87,96,98,70,54,168,132,75,43,41,154,209,206,125,127,127,0,0,0
25,1,134,152,220,83,99,100,69,50,164,134,68,44,40,146,209,201,125,127,127,0,0,0
25,1,138,153,216,78,103,103,70,45,161,137,65,44,40,140,208,197,125,127,127,0,0,0
25,1,141,156,211,74,106,106,73,39,159,140,64,44,40,138,208,195,125,127,127,0,0,0
25,1,141,156,211,74,106,106,73,39,159,140,64,44,40,138,208,195,125,127,127,0,0,0
25,1,148,165,200,75,113,114,81,30,156,148,68,44,40,145,209,201,125,127,127,0,0,0
25,1,150,171,196,77,115,117,86,27,157,151,74,43,41,154,209,206,125,127,127,0,0,0
200,10,143,166,228,100,106,106,86,22,159,140,47,47,49,199,205,205,125,127,127,0,0,0
300,15,143,179,198,82,106,106,72,48,172,140,47,47,49,199,205,205,125,127,127,,,
